Nationality,Name,FullName,Age,Height,Weight,Overall,PreferredFoot,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
Slovenia,J. Bijol,Jaka Bijol,23,190,85,73.0,1,3,2,65,59,65,61,73,78
Portugal,André Franco,André Filipe Russo Franco,24,177,70,73.0,0,3,3,74,70,71,73,41,63
Germany,L. Netz,Luca Netz,19,184,83,73.0,0,3,2,76,44,65,69,70,62
Spain,Monchu,Ramón Rodríguez Jiménez,22,173,68,73.0,1,3,3,69,68,73,72,67,65
Netherlands,Z. Flemming,Zian Flemming,23,185,84,73.0,1,4,3,71,74,71,72,56,78
Brazil,Brenão Duarte,Breno Ronaldo Duarte Catarino,30,181,72,73.0,1,2,2,73,71,70,73,38,64
Netherlands,D. Rensch,Devyne Rensch,19,179,68,73.0,1,5,3,77,56,65,72,70,69
Croatia,B. Barišić,Borna Barišić,29,186,80,73.0,0,3,3,70,61,73,70,70,74
Germany,M. Berisha,Mergim Berisha,24,188,79,73.0,1,3,3,73,75,72,72,37,72
Argentina,M. Benítez,Marcelo Benítez,31,178,73,73.0,0,2,3,73,67,74,71,67,79
Brazil,Gustavo,Gustavo da Silva Sousa,28,189,83,73.0,1,4,3,78,73,49,66,24,78
Spain,Unai García,Unai García Lugea,29,186,81,73.0,0,3,2,52,41,60,54,74,74
Denmark,M. Hjulmand,Morten Hjulmand,23,185,78,73.0,1,3,3,60,53,70,67,67,76
Nigeria,M. Okoye,Maduka Okoye,22,198,94,73.0,1,3,1,73,70,68,77,24,71
Brazil,Fabrio Farinha,Fabrio Sandro Farinha Donatelo,30,177,72,73.0,0,3,4,72,62,75,77,43,58
Spain,Luís Hernández,Luís Hernández Rodríguez,33,183,75,73.0,1,4,2,64,50,63,64,73,75
Brazil,Jonas Damasto,Jonas Welson Damasto Orsi,26,177,69,73.0,0,2,2,78,45,59,62,70,61
Germany,P. Herrmann,Patrick Herrmann,31,179,71,73.0,1,3,3,71,72,72,75,34,60
Belgium,Y. Vertessen,Yorbe Vertessen,21,176,68,73.0,1,3,3,93,68,65,73,33,68
Denmark,J. Bruun Larsen,Jacob Bruun Larsen,23,183,77,73.0,1,4,3,85,70,69,73,55,66
Germany,T. Mohr,Tobias Mohr,26,183,78,73.0,0,4,3,85,69,71,71,57,67
Netherlands,M. Ihattaren,Mohamed Ihattaren,20,183,75,73.0,0,4,4,66,68,74,79,40,61
Senegal,I. Niane,Ibrahima Niane,23,187,73,73.0,1,3,3,83,74,54,72,20,64
Uganda,D. Onyango,Denis Onyango,37,185,86,73.0,1,1,1,74,73,72,75,44,72
Portugal,André Almeida,Domingos André Ribeiro Almeida,22,176,70,73.0,1,3,3,72,62,69,78,62,63
Guinea,M. Diakhaby,Mouctar Diakhaby,25,189,78,73.0,1,3,2,55,39,54,58,74,75
France,R. Cherki,Rayan Cherki,18,176,71,73.0,0,5,5,70,67,68,82,21,59
Austria,E. Kara,Ercan Kara,26,192,88,73.0,1,3,2,75,74,52,62,28,85
Korea Republic,Son Jun Ho,Jun Ho Son,30,180,73,73.0,1,3,3,70,62,69,70,67,76
Brazil,Allano,Allano Brendon de Souza Lima,27,182,74,73.0,0,3,3,81,65,67,77,47,63
Norway,L. Østigård,Leo Østigård,22,185,81,73.0,1,3,2,68,37,50,61,71,81
Brazil,Marcos André,Marcos André de Sousa Mendonça,25,184,78,73.0,1,4,3,73,75,60,71,38,71
Côte d'Ivoire,S. Diomande,Sinaly Diomande,21,184,74,73.0,1,3,2,65,46,62,61,72,75
Germany,A. Voglsammer,Andreas Voglsammer,30,178,83,73.0,1,3,3,79,74,65,69,38,80
Peru,J. Farfán,Jefferson Farfán,37,177,85,73.0,1,3,4,76,73,73,73,36,65
Senegal,B. Sarr,Bouna Sarr,30,178,71,73.0,1,3,3,74,70,72,74,66,69
Scotland,J. Forrest,James Forrest,30,175,77,73.0,1,3,4,78,68,68,75,52,59
England,E. Nketiah,Eddie Nketiah,23,180,73,73.0,1,3,3,81,71,55,75,24,61
France,R. Del Castillo,Romain Del Castillo,26,172,65,73.0,0,3,3,74,67,71,77,39,64
Congo DR,N. Kebano,Neeskens Kebano,30,170,65,73.0,1,3,3,79,67,69,76,39,57
Argentina,M. Retegui,Mateo Retegui,23,186,86,73.0,1,3,3,67,73,64,67,35,75
England,B. Pearson,Ben Pearson,27,176,71,73.0,1,3,3,65,49,64,69,68,81
Netherlands,K. Strootman,Kevin Strootman,32,186,78,73.0,0,3,2,46,68,72,70,71,75
Croatia,M. Badelj,Milan Badelj,33,186,80,73.0,1,4,3,50,63,72,70,70,74
Netherlands,J. Drommel,Joël Drommel,25,193,90,73.0,1,3,1,74,72,77,75,51,71
Congo DR,M. Tisserand,Marcel Tisserand,29,190,78,73.0,1,3,3,72,58,69,69,72,75
Scotland,S. McKenna,Scott McKenna,25,189,80,73.0,0,3,2,57,32,46,51,72,82
France,I. Amadou,Ibrahim Amadou,29,183,81,73.0,1,3,3,65,55,65,70,71,80
Italy,M. Antenucci,Mirco Antenucci,37,180,76,73.0,1,4,4,61,75,67,77,36,58
Uzbekistan,J. Masharipov,Jaloliddin Masharipov,28,172,69,72.0,1,4,3,79,63,69,76,40,56
Uruguay,Y. Rodríguez,Yonathan Rodríguez,29,175,72,72.0,1,3,2,67,56,68,69,69,74
Portugal,Salvador Agra,Salvador José Milhazes Agra,30,166,62,72.0,1,4,3,88,69,70,72,34,67
Morocco,M. Batna,Mourad Batna,32,184,77,72.0,0,5,3,75,71,70,74,35,71
Italy,L. Marrone,Luca Marrone,32,186,75,72.0,1,3,3,52,61,72,69,71,73
Germany,J. Horn,Jannes Horn,25,186,79,72.0,0,3,3,83,34,59,67,68,68
Romania,A. Burcă,Andrei Burcă,29,187,82,72.0,1,3,2,68,24,44,52,71,81
Sweden,F. Helander,Filip Helander,29,192,84,72.0,0,1,2,41,32,46,54,75,77
Italy,C. Adjapong,Claud Adjapong,24,180,75,72.0,1,3,3,71,51,66,73,70,60
Denmark,Zanka,Mathias Jørgensen,32,191,85,72.0,1,2,2,51,39,57,54,72,77
Turkey,G. Güvenç,Günay Güvenç,30,187,85,72.0,1,2,1,70,70,69,75,55,70
Brazil,Vítor Costa,Vítor Costa de Brito,28,182,75,72.0,0,3,3,76,54,60,67,67,72
Netherlands,Q. Timber,Quinten Timber,21,179,71,72.0,1,4,3,79,57,68,76,64,77
Brazil,Lucas Lima,Lucas Pedro Alves de Lima,30,178,72,72.0,0,1,3,72,57,71,71,66,72
Brazil,Juninho,José Carlos Ferreira Júnior,27,187,80,72.0,0,2,2,71,35,51,59,71,79
Brazil,Lucas Cunha,Lucas de Souza Cunha,25,186,76,72.0,1,3,2,55,37,45,54,73,75
Spain,San Emeterio,Federico San Emeterio Díaz,25,176,77,72.0,1,3,2,57,67,67,67,72,76
Norway,A. Hanche-Olsen,Andreas Hanche-Olsen,25,185,82,72.0,1,2,2,66,37,56,59,72,77
Germany,M. Bülter,Marius Bülter,29,188,85,72.0,1,3,3,79,73,66,73,45,73
Czech Republic,M. Pulkrab,Matěj Pulkrab,25,185,80,72.0,1,2,2,67,70,54,63,32,78
Uruguay,D. Fagundez,Diego Fagundez,27,173,64,72.0,1,3,4,73,65,70,75,39,61
Greece,K. Stafylidis,Konstantinos Stafylidis,28,178,72,72.0,0,3,3,69,63,66,70,70,69
Switzerland,U. Garcia,Ulisses Garcia,26,183,82,72.0,0,3,3,79,42,62,69,66,76
Czech Republic,T. Wiesner,Tomáš Wiesner,24,176,72,72.0,1,2,2,82,63,67,73,66,62
Denmark,H. Dalsgaard,Henrik Dalsgaard,32,192,81,72.0,1,3,2,72,57,63,67,71,77
Poland,D. Kądzior,Damian Kądzior,30,174,71,72.0,0,2,3,89,68,69,74,46,66
England,C. Akpom,Chuba Akpom,26,186,81,72.0,1,3,3,83,71,53,71,29,74
Peru,M. Trauco,Miguel Trauco,29,175,62,72.0,0,3,3,70,57,71,74,67,74
Tunisia,A. Laïdouni,Aïssa Laïdouni,25,184,81,72.0,1,2,3,61,57,65,73,65,78
Norway,O. Solbakken,Ola Solbakken,23,186,79,72.0,0,4,3,86,67,65,72,37,69
Argentina,E. Mas,Emmanuel Mas,33,180,81,72.0,0,3,3,78,60,64,69,69,75
Turkey,S. Bolat,Sinan Bolat,33,186,83,72.0,1,4,1,68,76,74,68,44,73
Spain,Loren,Lorenzo Morón García,28,188,82,72.0,1,3,3,67,72,60,70,31,72
Portugal,Carlos Mané,Carlos Manuel Cardoso Mané,28,173,63,72.0,1,2,4,90,67,65,78,41,48
Ecuador,P. Ortíz,Pedro Ortíz,32,188,87,72.0,1,2,1,74,70,69,74,26,71
Serbia,N. Maraš,Nikola Maraš,26,189,79,72.0,1,2,2,64,37,51,56,72,75
France,A. Aouchiche,Adil Aouchiche,19,181,72,72.0,1,3,4,68,63,72,74,56,60
Japan,S. Kagawa,Shinji Kagawa,33,175,68,72.0,1,4,4,56,64,73,75,52,39
Brazil,Leonardo,Leonardo Lopes de Souza,25,180,77,72.0,1,3,3,75,74,58,69,31,65
Colombia,R. Pérez,Rafael Pérez,32,186,76,72.0,1,3,2,59,43,51,61,70,84
Senegal,M. Thiam,Mame Thiam,29,185,79,72.0,1,3,3,75,72,66,72,26,73
Suriname,S. Klaiber,Sean Klaiber,27,184,76,72.0,1,2,3,79,63,68,65,68,77
England,M. Tavernier,Marcus Tavernier,23,177,70,72.0,0,3,3,78,65,69,74,59,61
Greece,G. Kotsiras,Giannis Kotsiras,29,183,77,72.0,1,4,2,83,50,68,70,67,69
Colombia,D. Machado,Deiver Machado,28,173,75,72.0,0,3,2,84,55,64,71,65,70
Germany,C. Schindler,Christopher Schindler,32,188,83,72.0,1,3,2,60,33,55,56,74,73
Jamaica,D. Johnson,Daniel Johnson,29,174,67,72.0,0,3,3,74,69,71,73,55,66
Argentina,R. Botta,Rubén Botta,32,177,65,72.0,0,3,4,80,72,72,76,38,65
Italy,L. Zanimacchia,Luca Zanimacchia,23,178,70,72.0,1,2,3,69,72,70,69,29,55
Côte d'Ivoire,L. Júnior,Lago Júnior,31,180,79,72.0,1,4,4,89,69,61,71,34,72
England,M. Clarke,Matt Clarke,25,185,83,72.0,0,3,3,52,37,53,62,71,79
Sweden,I. Thelin,Isaac Kiese Thelin,30,189,82,72.0,1,3,3,59,71,61,66,37,83
Ghana,B. Tetteh,Benjamin Tetteh,24,193,91,72.0,1,2,3,80,67,58,70,24,78
Equatorial Guinea,José Machín,José Ndong Machín Dicombo,25,184,74,72.0,1,3,3,62,63,70,72,58,65
Czech Republic,D. Hovorka,David Hovorka,28,179,73,72.0,1,3,3,65,39,63,66,71,65
Czech Republic,T. Kalas,Tomáš Kalas,29,184,86,72.0,1,3,2,71,47,56,64,71,76
Colombia,M. Cuero,Mauricio Cuero,29,178,83,72.0,1,3,3,90,67,65,73,28,63
Italy,E. Viviano,Emiliano Viviano,36,195,90,72.0,0,2,1,70,72,69,72,35,74
Mexico,A. Pulido,Alan Pulido,31,177,83,72.0,1,3,3,73,72,65,73,37,71
Spain,Aitor Sanz,Aitor Sanz Martín,37,181,71,72.0,1,4,2,53,66,71,69,70,72
Netherlands,T. Haye,Thom Haye,27,177,74,72.0,1,4,3,58,63,76,72,57,63
Brazil,Carlinhos,Carlos Vinícius Santos de Jesús,28,179,74,72.0,1,4,3,68,68,72,74,55,73
Germany,S. Schonlau,Sebastian Schonlau,27,185,80,72.0,1,3,2,58,41,53,58,74,75
Italy,P. Ciurria,Patrick Ciurria,27,178,67,72.0,0,3,3,76,71,67,74,31,58
Ecuador,C. Gruezo,Carlos Gruezo,27,173,71,72.0,1,3,2,61,46,61,67,68,73
Spain,Joan Sastre,Joan Sastre Vanrell,25,174,75,72.0,1,3,3,77,41,59,67,69,64
Romania,D. Olaru,Darius Olaru,24,177,71,72.0,1,5,3,82,70,72,73,63,79
Chile,M. Vidangossy,Mathías Vidangossy,35,171,71,72.0,1,4,3,76,63,69,76,27,62
Czech Republic,M. Vitík,Martin Vitík,19,193,77,72.0,1,3,2,66,39,54,57,73,71
Chile,D. Rubio,Diego Rubio,29,180,77,72.0,1,4,3,66,73,65,72,47,73
Czech Republic,M. Sáček,Michal Sáček,25,178,72,72.0,1,4,3,74,63,71,75,67,71
United States,S. Moore,Shaquell Moore,25,180,74,72.0,1,3,3,90,59,62,70,62,76
Mali,A. Traoré,Adama Traoré,27,177,74,72.0,0,2,3,86,69,60,74,23,59
Italy,F. Miretti,Fabio Miretti,18,179,72,72.0,1,4,3,76,59,74,76,63,71
Italy,A. Cordaz,Alex Cordaz,39,188,83,72.0,1,1,1,67,71,62,74,26,72
Argentina,N. Fernández,Nicolás Fernández,26,165,66,72.0,1,5,3,85,69,61,76,38,65
Turkey,S. Aydoğdu,Soner Aydoğdu,31,180,72,72.0,0,3,3,63,68,74,72,64,64
Poland,A. Reca,Arkadiusz Reca,27,187,81,72.0,0,3,3,78,57,66,70,67,66
Denmark,J. Stage,Jens Stage,25,185,83,72.0,1,3,3,71,65,69,71,71,81
Brazil,Vanderleiton,M. Vanderlei Paulino Kenedy,22,180,77,72.0,1,3,2,62,46,57,57,72,68
Italy,F. Zampano,Francesco Zampano,28,177,74,72.0,1,3,3,79,45,66,72,64,71
England,J. Stanislas,Junior Stanislas,32,183,76,72.0,1,4,3,69,71,71,72,36,52
France,A. Bamba,Abdoul Kader Bamba,28,177,74,72.0,1,3,4,84,62,68,74,40,59
Argentina,P. De Blasis,Pablo De Blasis,34,166,65,72.0,1,4,3,71,72,68,77,63,48
England,H. Toffolo,Harry Toffolo,26,183,71,72.0,0,2,3,76,52,62,65,66,72
Germany,M. Thiaw,Malick Thiaw,20,191,80,72.0,1,5,2,73,47,60,65,71,73
Ghana,D. Odoi,Denis Odoi,34,178,75,72.0,1,3,3,73,53,68,73,68,72
Turkey,G. Akkan,Gökhan Akkan,27,188,80,72.0,1,2,1,71,68,66,76,48,74
Denmark,L. Lerager,Lukas Lerager,28,188,82,72.0,1,3,3,55,67,68,68,71,80
England,A. Gunn,Angus Gunn,26,196,77,72.0,1,3,1,73,70,68,74,48,70
Ukraine,O. Tymchyk,Oleksandr Tymchyk,25,180,67,72.0,1,3,2,87,41,64,63,69,53
Nigeria,D. Okereke,David Okereke,24,181,79,72.0,1,4,3,87,68,54,75,26,67
Argentina,L. Vázquez,Luis Vázquez,21,190,78,72.0,1,3,3,69,71,62,69,27,71
Japan,E. Kawashima,Eiji Kawashima,39,185,82,72.0,1,3,1,72,71,72,71,43,71
Norway,J. Ryerson,Julian Ryerson,24,183,86,72.0,1,3,2,70,59,64,69,69,76
Scotland,S. Kingsley,Stephen Kingsley,27,178,77,72.0,0,2,2,63,55,70,71,72,73
Argentina,J. Torres,Jonathan Torres,25,187,73,72.0,1,3,2,61,71,54,67,23,70
Brazil,Kainho Selva,Kaio Antonaldo Selva Mota,22,183,79,72.0,1,2,2,66,30,49,61,73,73
Spain,Mario Suárez,Mario Suárez Mata,35,188,80,72.0,1,4,2,36,65,70,64,68,73
Argentina,C. Álvarez,Cristian Álvarez,36,186,83,72.0,1,3,1,74,68,67,73,46,74
France,A. Touré,Abdoulaye Touré,28,188,84,72.0,1,3,2,39,56,59,58,74,80
Cyprus,K. Laifis,Konstantinos Laifis,29,186,84,72.0,0,3,2,64,58,64,68,72,74
Chile,E. Pavez,Esteban Pavez,32,180,76,72.0,1,3,3,79,65,68,71,67,81
Italy,E. Vignato,Emanuel Vignato,21,175,67,72.0,1,4,4,72,61,72,76,39,47
Australia,M. Boyle,Martin Boyle,29,172,70,72.0,1,3,3,92,69,62,72,45,59
Turkey,Y. Akgün,Yunus Akgün,21,173,65,72.0,0,4,4,82,67,65,77,29,53
Colombia,B. Rovira,Bryan Rovira,25,182,74,72.0,1,3,2,59,57,65,62,74,76
Germany,M. Esser,Michael Esser,34,198,97,72.0,1,3,1,73,71,66,74,38,70
Argentina,J. Pinola,Javier Pinola,39,180,79,72.0,0,3,2,65,61,70,70,70,76
Spain,Jesé,Jesé Rodríguez Ruiz,29,178,80,72.0,1,4,4,75,71,69,73,25,69
Brazil,Gregore,Gregore de Magalhães da S.,28,181,78,72.0,1,3,2,76,55,64,68,71,83
Spain,Quini,Joaquín José Marín Ruz,32,178,74,72.0,1,4,3,71,60,65,69,69,61
Cameroon,M. Hongla,Martin Hongla,24,181,77,72.0,1,3,4,79,69,69,75,66,77
England,J. Price,Jack Price,29,170,87,72.0,1,3,2,47,51,74,65,65,74
Portugal,Daniel Figueira,Daniel Alexis Leite Figueira,23,189,82,72.0,1,3,1,72,68,67,74,27,71
Canada,T. Buchanan,Tajon Buchanan,23,183,69,72.0,1,3,3,92,62,60,74,55,64
Brazil,Lyanco,Lyanco Neves Vojnovic,25,187,83,72.0,1,3,2,64,36,52,58,73,70
Austria,T. Goiginger,Thomas Goiginger,29,181,69,72.0,1,3,4,80,69,69,70,35,62
Brazil,Igor Madinha,Igor Paolo Madinha Eustáquio,26,174,70,72.0,1,3,2,94,61,63,73,27,57
Australia,H. Souttar,Harry Souttar,23,200,79,72.0,1,3,2,39,28,50,58,73,76
Spain,Sergi Canós,Sergi Canós Tenés,25,175,66,72.0,1,3,3,71,69,69,75,55,69
United States,M. Miazga,Matt Miazga,26,193,84,72.0,1,3,2,48,26,47,57,73,77
Algeria,A. Zorgane,Adem Zorgane,22,184,81,72.0,1,5,3,60,69,70,70,66,80
Iran,M. Mohammadi,Milad Mohammadi,28,177,70,72.0,0,4,3,84,59,67,72,66,71
France,H. Magnetti,Hugo Magnetti,24,180,75,72.0,1,3,3,52,49,66,71,66,75
United States,J. Scally,Joe Scally,19,184,80,72.0,1,3,2,76,43,62,70,69,69
Brazil,Pablo Santos,Pablo Renan dos Santos,30,186,80,72.0,0,2,2,62,39,45,53,73,74
Spain,Pol Lozano,Pol Lozano Vizuete,22,177,62,72.0,1,3,3,73,60,68,69,65,74
Argentina,F. Ferreyra,Facundo Ferreyra,31,186,76,72.0,1,3,3,59,73,59,73,30,66
Netherlands,M. van Bergen,Mitchell van Bergen,22,170,62,72.0,1,5,3,86,66,65,73,27,56
Brazil,André Milazisco,André Mikael Milazar Santoso,26,188,85,72.0,0,1,1,77,64,62,77,34,66
Norway,J. Glesnes,Jakob Glesnes,28,188,84,72.0,1,3,2,56,55,56,60,72,81
England,J. Elliott,Jack Elliott,26,198,83,72.0,1,3,2,52,24,48,50,73,79
Belgium,M. Balikwisha,Michel Ange Balikwisha,21,178,71,72.0,1,5,4,85,66,69,75,33,60
Brazil,Alminho Boas,Alam Cristian Boas Anjos,26,180,75,72.0,1,3,2,60,39,62,66,69,76
Netherlands,J. de Wijs,Jordy de Wijs,27,189,95,72.0,0,2,2,52,51,50,48,72,82
Portugal,Francisco Conceição,Francisco F. da Conceição,19,168,61,72.0,0,2,4,79,61,66,80,32,44
Portugal,Joãozinho,João Carlos Reis Graça,32,185,77,72.0,0,3,3,68,56,65,68,68,72
Spain,Jordi Quintillà,Jordi Quintillà Guasch,28,181,73,72.0,0,4,3,68,68,73,74,65,68
Colombia,B. Perlaza,Baldomero Perlaza,30,187,82,72.0,1,2,3,57,51,59,61,73,85
Panama,I. Díaz,Ismael Díaz,25,190,80,72.0,1,3,3,87,69,58,73,34,75
Morocco,A. Sabiri,Abdelhamid Sabiri,25,186,80,72.0,1,4,3,60,69,69,77,56,65
Spain,Elady,Eladio Zorrilla Jiménez,31,176,75,72.0,1,4,3,75,72,65,74,39,70
Norway,F. Gulbrandsen,Fredrik Gulbrandsen,29,175,79,72.0,1,3,3,85,71,61,74,36,77
Netherlands,S. Denswil,Stefano Denswil,29,188,82,72.0,0,3,3,57,56,67,65,74,74
Spain,Iza Carcelén,Isaac Carcelén Valencia,29,174,70,72.0,1,3,3,77,58,68,69,67,69
Denmark,V. Fischer,Viktor Fischer,28,181,79,72.0,1,5,4,72,66,71,75,35,64
England,J. Rothwell,Joe Rothwell,27,183,77,72.0,1,4,3,77,62,70,75,60,67
Argentina,L. Villafañez,Lucas Villafañez,30,171,65,72.0,1,3,3,73,67,72,75,42,56
Germany,P. Seguin,Paul Seguin,27,185,82,72.0,1,3,3,61,59,68,71,68,76
Spain,Son,Fco. Javier Hidalgo Gómez,28,178,72,72.0,1,3,3,87,56,65,69,64,76
Australia,J. Risdon,Josh Risdon,29,167,70,72.0,1,3,3,75,49,61,66,69,82
Netherlands,J. Dilrosun,Javairô Dilrosun,24,174,74,72.0,0,2,4,86,63,64,78,43,53
Croatia,M. Vušković,Mario Vušković,20,189,80,72.0,1,3,2,65,33,46,47,72,74
Georgia,Vako,Valeri Qazaishvili,29,174,74,72.0,1,3,4,74,69,68,77,36,65
Italy,L. Tonelli,Lorenzo Tonelli,32,183,75,72.0,1,3,2,54,31,43,58,75,66
United States,B. Hamid,Bill Hamid,31,191,102,72.0,1,3,1,74,66,67,74,40,72
Canada,A. Hutchinson,Atiba Hutchinson,39,187,83,72.0,1,3,2,52,65,73,70,73,69
Australia,T. Sainsbury,Trent Sainsbury,30,183,76,72.0,1,3,2,64,58,56,54,74,75
Iceland,V. Pálsson,Victor Pálsson,31,186,82,72.0,1,3,2,73,56,59,60,74,82
Belgium,J. Lukaku,Jordan Lukaku,27,177,86,72.0,0,3,3,85,61,67,73,67,78
Spain,Aketxe,Ager Aketxe Barrutia,28,174,69,72.0,0,3,3,60,77,78,72,44,59
France,L. Fomba,Lamine Fomba,24,188,68,72.0,1,2,3,68,52,63,73,72,79
Ghana,M. Wakaso,Mubarak Wakaso,31,171,66,72.0,0,2,3,83,69,69,72,69,84
Italy,D. Biraschi,Davide Biraschi,27,182,77,72.0,1,2,2,61,36,61,69,75,69
Russia,N. Haikin,Nikita Haikin,26,185,68,72.0,1,2,1,73,68,71,73,51,71
Brazil,Teixe Gaúcho,Jorge Pietro Teixeira Lima,22,188,79,72.0,1,3,2,73,50,63,67,71,75
Portugal,Pedro Rebocho,Pedro Miguel Braga Rebocho,27,172,66,72.0,0,2,3,77,57,68,72,67,73
France,G. Courtet,Gaëtan Courtet,33,180,73,72.0,1,3,3,65,75,64,70,27,69
Senegal,F. Ballo-Touré,Fodé Ballo-Touré,25,182,70,72.0,0,2,3,85,51,67,71,67,72
Ghana,C. Ekuban,Caleb Ekuban,28,182,80,72.0,1,3,3,87,68,65,71,28,84
Peru,A. Valera,Alex Valera,26,183,79,72.0,0,3,3,69,75,52,69,28,69
Ghana,A. Yiadom,Andy Yiadom,30,180,75,72.0,1,3,3,80,53,61,70,68,77
Spain,Raúl Guti,José Raúl Gutiérrez Parejo,25,177,74,72.0,1,3,3,66,67,70,69,67,78
Iceland,A. Guðmundsson,Albert Guðmundsson,25,178,78,72.0,1,4,3,83,65,66,77,34,68
Greece,C. Tzolis,Christos Tzolis,20,184,73,72.0,1,4,4,86,69,63,73,35,63
Peru,C. Gonzáles,Christofer Gonzáles,29,177,69,72.0,1,3,3,68,72,69,76,56,54
Uruguay,W. Gargano,Walter Gargano,37,167,73,72.0,1,3,2,64,55,72,61,71,71
Cameroon,J. Tagueu,Joel Tagueu,28,178,70,72.0,0,3,3,70,70,58,70,29,70
Spain,Álvaro Tejero,Álvaro Tejero Sacristán,25,174,69,72.0,1,4,3,80,64,67,71,65,69
Belgium,E. Matazo,Eliot Matazo,20,174,67,72.0,1,3,3,73,58,70,75,65,69
Sweden,J. Karlström,Jesper Karlström,27,182,81,72.0,1,3,2,67,54,65,67,69,81
Brazil,Hugo Rubiães,Hugo Adryan Rubiães Chaves,26,175,75,72.0,1,3,2,67,61,61,69,75,66
Norway,G. Zahid,Ghayas Zahid,27,174,66,72.0,1,4,3,74,63,71,74,35,64
Congo DR,V. Nsimba,Vital Nsimba,28,169,69,72.0,0,3,3,83,58,64,71,65,59
Burundi,Y. Ndayishimiye,Youssouf Ndayishimiye,23,183,79,72.0,1,3,2,73,48,64,71,71,76
France,M. Cafaro,Mathieu Cafaro,25,178,74,72.0,1,3,4,75,68,70,75,47,62
Serbia,N. Petrović,Njegoš Petrović,22,185,72,72.0,1,3,2,58,51,68,63,68,76
Paraguay,H. Villalba,Héctor Villalba,27,178,76,72.0,0,4,4,88,71,65,75,45,61
Georgia,O. Kiteishvili,Otar Kiteishvili,26,173,65,72.0,1,5,3,73,67,69,75,67,61
Brazil,Fábio Melitinho,Fábio Kel Melo Feijó,26,170,67,72.0,1,5,3,46,73,75,75,24,56
Nigeria,O. Nwobodo,Obinna Nwobodo,25,179,72,72.0,1,3,3,82,62,62,70,73,74
Belgium,L. Dimata,Landry Dimata,24,185,81,72.0,1,3,3,76,70,63,69,39,78
Argentina,L. Castro,Lucas Castro,33,182,76,72.0,1,4,4,66,68,73,74,64,66
Paraguay,M. Estigarribia,Marcelo Estigarribia,34,181,71,72.0,0,4,3,75,65,71,70,63,70
Brazil,Alam Basteirinho,Marcos Alam Bastos Domingues,30,183,74,72.0,0,4,3,62,65,72,73,36,53
Colombia,C. Zapata,Cristian Zapata,35,188,78,72.0,1,2,2,37,33,47,59,73,73
England,K. Davis,Keinan Davis,24,191,82,72.0,0,2,3,69,69,54,72,43,82
Iran,A. Jahanbakhsh,Alireza Jahanbakhsh,28,180,78,72.0,1,4,3,77,72,68,74,43,69
Sweden,K. Nordfeldt,Kristoffer Nordfeldt,33,188,87,72.0,1,3,1,70,70,72,72,50,71
Ukraine,A. Trubin,Anatoliy Trubin,20,198,86,72.0,1,2,1,66,72,67,77,36,71
Austria,M. Sarkaria,Manprit Sarkaria,25,180,74,72.0,0,3,3,82,70,70,73,34,66
Romania,O. Popescu,Octavian Popescu,19,180,66,72.0,1,4,4,82,68,69,76,31,59
Austria,D. Bachmann,Daniel Bachmann,27,191,81,72.0,1,3,1,71,67,71,73,45,70
Cameroon,H. Moukoudi,Harold Moukoudi,24,191,96,72.0,1,3,2,43,32,52,49,72,78
Northern Ireland,J. Lewis,Jamal Lewis,24,178,70,72.0,0,3,3,74,53,65,73,69,66
Uruguay,H. Menosse,Hernán Menosse,35,185,77,72.0,1,2,2,50,44,43,41,75,78
Brazil,João Bruinheira,João Fabrício Bruinheira Salvador,34,188,83,72.0,1,1,1,71,63,77,75,33,74
Mexico,J. Vásquez,Johan Vásquez,23,185,72,72.0,0,2,2,65,32,57,56,74,75
Montenegro,S. Hakšabanović,Sead Hakšabanović,23,173,74,72.0,1,4,4,76,67,69,75,29,59
Paraguay,S. Rojas,Santiago Rojas,26,189,93,72.0,1,3,1,72,67,70,74,25,73
Denmark,L. Andersen,Lucas Andersen,27,185,73,72.0,1,3,4,73,68,71,74,36,56
France,M. Cuisance,Michaël Cuisance,22,181,74,72.0,0,3,4,71,66,76,76,53,62
Tunisia,J. Dudziak,Jeremy Dudziak,26,176,70,72.0,0,3,3,73,62,72,77,65,66
Luxembourg,M. Chanot,Maxime Chanot,32,186,84,72.0,1,3,2,51,49,48,50,71,79
Mali,A. Traoré,Adama Traoré,27,178,75,72.0,0,5,4,78,62,73,75,61,67
Bolivia,M. Moreno Martins,Marcelo Moreno Martins,35,183,86,72.0,1,4,3,54,78,63,67,35,75
Brazil,Paulinho,Paulo Lucas Santos de Paula,25,175,74,72.0,1,3,3,77,64,66,77,66,71
Colombia,A. Pérez,Alexis Pérez,28,181,73,72.0,0,3,2,68,33,52,58,72,76
Brazil,Kauã Abranches,Kauã Ricardo Abranches Simões,26,177,70,72.0,1,4,3,84,64,67,73,51,61
Belgium,H. Delcroix,Hannes Delcroix,23,185,78,72.0,0,2,2,71,33,61,62,72,70
Brazil,Eduardo Santos,Eduardo Gonzaga Mendes Santos,24,196,90,72.0,1,3,2,68,45,59,66,72,74
Korea Republic,Kim Tae Hwan,Tae Hwan Kim,32,177,72,72.0,1,3,3,87,53,62,67,64,80
