FullName,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,BestPosition,Position
Steven de Sousa Vitória,34,55,54,48,69,76,CB,1
José Manuel Sánchez Guillén,57,37,53,52,69,72,CB,1
Reece Burke,68,36,52,57,70,70,CB,1
Michael Ihiekwe,68,36,44,56,69,79,CB,1
Pedro Alcalá Guirado,31,47,56,50,68,72,CB,1
Senou Coulibaly,72,40,51,53,68,77,CB,1
Dario Župarić,47,21,46,56,68,79,CB,1
Mathieu Michel,70,67,66,72,49,63,GK,3
Alisson Pelegrini Safira,67,70,51,64,25,64,ST,6
Francisco González Metilli,69,67,66,68,36,61,CAM,0
Maximiliano Gagliardo,69,66,58,71,36,69,GK,3
Antonio C. Glauder García,70,35,56,63,67,78,CB,1
Hobie Verhulst,68,66,72,71,48,67,GK,3
Donovan Pines,71,22,39,45,70,77,CB,1
Caio Rodrigo Padricio Resende,69,71,46,73,24,70,GK,3
Bilal Boutobba,74,63,68,76,22,36,CAM,0
Ángelo Campos,65,67,64,70,36,68,GK,3
Siriki Dembélé,89,67,62,74,32,55,ST,6
Rolando García Guerreño,52,41,47,49,69,76,CB,1
Bernardo Maria Cardoso Vital,64,29,42,39,72,69,CB,1
Juan José Perea,81,68,56,68,27,65,ST,6
Manuel Fernández,53,27,44,46,69,76,CB,1
Biagio Meccariello,64,29,48,53,69,73,CB,1
Rémy Boissier,70,66,69,69,65,73,CM,2
Dario Šarić,67,61,69,68,48,68,CAM,0
Cristian González Tassano,66,35,55,56,70,72,CB,1
Mo El Hankouri,80,64,64,75,51,60,CAM,0
John Pérez,70,66,70,68,42,53,CAM,0
Wladimiro Falcone,70,71,66,75,27,67,GK,3
Ryan Tafazolli,43,28,43,46,69,79,CB,1
Nick Marsman,70,62,69,71,43,70,GK,3
Gabriele Moncini,78,69,56,67,37,66,ST,6
Clément Vidal,54,35,46,57,70,68,CB,1
Chris Mavinga,79,39,61,61,67,74,CB,1
Jérémy Ménez,63,67,68,74,32,48,CAM,0
Aiyegun Tosin,93,70,58,69,37,68,ST,6
Dennis Hadžikadunić,65,30,47,53,69,73,CB,1
Rildo G. de Amorim Filho,70,65,62,75,37,60,CAM,0
Kee Hee Kim,63,43,59,50,68,77,CB,1
Han Been Yang,70,63,60,73,43,69,GK,3
Bryan Róchez,73,65,50,68,24,73,ST,6
Fabio Maistro,70,62,66,71,54,60,CAM,0
Carlos Rodríguez,57,38,46,50,69,77,CB,1
Leandro Sosa,65,68,67,73,42,66,CAM,0
Tapelo Xoki,75,47,48,59,71,70,CB,1
Nick Bätzner,71,57,71,72,55,57,CAM,0
Ruben Gabrielsen,68,48,46,52,68,84,CB,1
Güray Vural,77,67,69,73,63,63,CAM,0
Matty James,52,62,72,67,66,68,CM,2
Maarten Paes,69,65,67,70,31,66,GK,3
Dany Rosero,63,38,52,57,68,80,CB,1
Joel Fameyeh,82,68,52,68,21,62,ST,6
Jacob Greaves,70,31,52,57,69,75,CB,1
Ferdy Druijf,58,72,61,63,33,74,ST,6
Miguel Ángel Paniagua,53,50,66,58,69,70,CB,1
Pablo Vázquez Pérez,59,32,49,45,70,70,CB,1
Živko Živković,69,65,67,71,29,70,GK,3
Noam Baumann,70,68,64,69,28,69,GK,3
Alfa Semedo Esteves,67,57,59,69,69,77,CB,1
Pietro Pellegri,65,67,55,68,21,62,ST,6
Tim Rönning,68,70,67,70,17,69,GK,3
Marko Bulat,68,65,75,71,60,69,CAM,0
Sergio Mosquera,53,52,42,51,70,74,CB,1
Tomás Badaloni,60,69,51,62,28,69,ST,6
Erik Botheim,71,67,51,66,27,72,ST,6
Jesús Castillo,59,57,66,64,62,71,CM,2
Frankie Amaya,72,53,66,70,64,66,CM,2
Bafodé Diakité,65,38,55,56,69,72,CB,1
Kevin Nisbet,67,71,63,67,37,71,ST,6
Alberto Barison,64,42,49,54,71,70,CB,1
Tom Bradshaw,78,68,51,68,30,68,ST,6
Nicolás Quagliata,68,60,69,74,38,42,CAM,0
Darko Velkovski,56,35,63,51,69,74,CB,1
Fedor Kudryashov,70,45,60,63,69,75,CB,1
Ramiro Ruiz Rodríguez,75,67,65,69,36,66,ST,6
Javier Méndez,68,59,65,70,66,75,CM,2
Andrés Reyes,76,33,40,47,68,80,CB,1
Jamie Young,68,67,64,70,48,66,GK,3
Florentin Pogba,59,41,58,56,67,82,CB,1
Alexandre Penetra Correia,65,29,46,45,70,70,CB,1
Iván Azón Monzón,67,68,53,63,37,82,ST,6
Stephan Ambrosius,70,30,45,52,68,75,CB,1
Billel Omrani,69,66,67,68,33,81,RW,5
Janik Bachmann,61,55,58,57,67,82,CB,1
Giovanni Sio,71,70,67,70,29,72,ST,6
Jairo Concha,72,68,66,69,45,64,CAM,0
Juan Leiva,72,61,69,70,49,70,CAM,0
Franco Fagúndez,73,70,65,68,26,61,ST,6
Wilfried Gnonto,86,66,61,76,31,64,CAM,0
Santiago Bueno,50,31,46,50,69,75,CB,1
Denis Genreau,67,59,67,66,64,68,CM,2
Ramiro Macagno,70,67,60,69,30,68,GK,3
Andrés Chávez,69,72,63,67,36,79,ST,6
Hrvoje Smolčić,68,28,45,58,69,70,CB,1
Diogo Nathan Peixe Barreto,72,65,65,75,25,58,RW,5
Dingyang Zhou,68,64,66,69,71,75,CB,1
Nahuel Estévez,65,65,71,70,62,66,CM,2
Lyle Taylor,71,68,56,68,38,67,ST,6
Di'Shon Bernard,68,40,52,58,67,79,CB,1
Adão Dênis Salvador Vidigal,72,73,51,75,26,51,ST,6
Abdelkader Bedrane,61,30,51,53,69,70,CB,1
Finn Ole Becker,71,52,66,75,55,59,CAM,0
Mattia Viviani,74,56,70,67,64,62,CM,2
Marc Cardona Rovira,74,68,60,69,27,61,ST,6
Chadrac Akolo,81,66,63,72,27,64,RW,5
Andy Vidal,68,70,70,67,24,68,GK,3
Gabriele Angella,33,37,48,50,72,65,CB,1
Gennaro Acampora,67,66,66,70,59,75,CM,2
Long Tan,76,68,61,70,37,74,ST,6
Brian Salvareschi,65,28,49,53,69,74,CB,1
José Marcos Costa Martins,84,67,62,74,27,68,CAM,0
David Andújar Jiménez,55,34,48,54,69,79,CB,1
Emanuel Olivera,68,43,50,55,70,73,CB,1
Régis Gurtner,66,67,68,68,42,69,GK,3
Russell Canouse,65,53,56,65,68,78,CB,1
Adalberto Carrasquilla,74,61,64,75,58,66,CAM,0
David Martins Simão,65,65,71,69,65,68,CM,2
Robin Jansson,51,28,53,59,71,74,CB,1
Chrislain Matsima,55,34,48,55,69,71,CB,1
Ángelo Martino,75,57,65,73,62,63,CAM,0
Josh Onomah,65,65,65,74,58,70,CAM,0
Javier Toledo,43,72,63,61,43,74,ST,6
Nabil Bahoui,73,70,65,67,35,72,ST,6
Artur Jędrzejczyk,57,48,57,60,68,79,CB,1
Robert Gucher,59,61,64,66,66,70,CM,2
Sergio Córdova,75,68,54,68,24,63,ST,6
Rhian Brewster,79,71,55,71,20,61,ST,6
Nahuel Leiva,85,67,67,71,27,58,CAM,0
Žiga Frelih,68,69,64,71,30,71,GK,3
Cherif Ndiaye,80,66,54,67,37,79,ST,6
Agustín Fontana,76,66,57,72,32,68,ST,6
Andreas Gruber,82,68,67,70,34,63,LW,4
Daniel Barrio Álvarez,69,68,65,71,48,67,GK,3
Vincent Sasso,37,27,52,50,69,76,CB,1
Rémy Descamps,73,65,63,71,43,70,GK,3
Rick van Drongelen,55,26,56,53,68,73,CB,1
Kasim Adams Nuhu,64,42,54,55,67,80,CB,1
Marcos Riquelme,74,69,53,65,24,68,ST,6
Amad Diallo,81,63,61,74,25,48,CAM,0
Fernando Andrade dos Santos,68,71,65,67,26,71,ST,6
Xavier Arreaga,57,28,49,56,69,73,CB,1
Roberto González Bayón,79,64,65,71,26,47,CAM,0
Benjamin Siegrist,69,67,63,70,37,70,GK,3
Kevin Tshiembe,74,40,54,59,66,77,CB,1
Alex Castro,81,61,66,72,37,56,LW,4
Endri Çekiçi,69,68,69,68,63,54,CAM,0
Joaquín Pereyra,65,57,69,67,60,67,CM,2
Ryan Allsop,67,68,71,69,42,68,GK,3
Lorenzo Colombo,68,70,51,65,29,72,ST,6
Neraysho Kasanwirjo,79,42,54,58,69,74,CB,1
Scott Hogan,80,65,52,68,30,60,ST,6
Ľubomír Šatka,63,29,53,53,69,71,CB,1
Fabrice-Jean Picault,87,65,62,71,40,49,RW,5
Philipp Kühn,69,63,63,75,50,72,GK,3
Maximiliano Pereira,48,63,69,65,74,66,CB,1
Hattan Bahebri,77,69,61,73,46,68,LW,4
Marcel Seegert,66,39,54,59,68,75,CB,1
Per Kristian Bråtveit,67,65,72,69,45,69,GK,3
Efthymios Koulouris,67,69,56,68,27,63,ST,6
Vincenzo Fiorillo,70,64,61,72,38,67,GK,3
Ørjan Nyland,69,68,68,70,47,68,GK,3
Komnen Andrić,64,68,53,66,29,70,ST,6
Reinier Jesus Carvalho,69,67,65,75,43,65,CAM,0
Leopold Zingerle,70,66,66,71,42,68,GK,3
João Carlos Cardoso Santo,59,70,50,66,18,73,ST,6
Allan Gonçalves Sousa,82,63,64,74,24,65,CAM,0
Kevin Wimmer,50,27,57,63,68,75,CB,1
Sékou Mara,75,67,53,68,26,67,ST,6
Franklin Guerra,63,43,51,60,69,73,CB,1
Terrence Boyd,46,72,43,60,28,78,ST,6
Mario Hernández Fernández,67,31,52,51,70,64,CB,1
Fabrizio Caligara,64,59,65,69,67,70,CM,2
Junmin Hao,69,69,72,71,61,65,CM,2
Ezequiel Muñoz,51,31,48,49,70,70,CB,1
Jaime Ayoví,60,70,58,66,41,72,ST,6
Francisco Calvo,64,44,60,64,66,79,CB,1
Renaldo Lorenzo Justinho Neves,71,60,68,70,42,56,CAM,0
Adrian Grbic,70,71,53,65,31,70,ST,6
Yann Aurel Bisseck,64,36,50,58,69,78,CB,1
Miloš Vulić,64,64,69,68,63,64,CM,2
Gadi Kinda,78,60,66,77,57,60,CAM,0
Ignasi Miquel i Pons,56,35,55,59,69,71,CB,1
Heriberto Borges Tavares,79,70,61,73,30,63,ST,6
Paweł Bochniewicz,36,25,52,49,70,77,CB,1
Marko Dabro,81,71,44,67,18,68,ST,6
Robert Ljubicic,69,57,65,69,64,72,CM,2
Sikou Niakaté,69,31,48,62,68,79,CB,1
Lennart Grill,72,64,61,73,40,65,GK,3
Filippo Scaglia,55,28,45,52,71,73,CB,1
Mamadou Fofana,64,31,54,61,69,76,CB,1
Maximilian Hofmann,61,39,51,51,68,76,CB,1
Nicolás Stefanelli,82,68,59,73,33,70,ST,6
Alan Medina,72,66,68,72,50,56,CAM,0
Taylan Duman,54,67,67,73,53,63,CAM,0
Luca Sosa,69,37,56,58,68,75,CB,1
Roberto Piccoli,72,68,50,63,34,65,ST,6
Mark Brink,65,55,66,69,62,68,CM,2
Seung Gi Lee,66,66,71,70,53,62,CAM,0
Luiz Felipe Silva Nunes,70,70,69,69,25,68,GK,3
Cauley Woodrow,68,71,59,68,30,69,ST,6
Marcos Ledesma,72,66,62,70,51,68,GK,3
Milutin Osmajić,74,69,59,63,37,71,ST,6
Stephen Welsh,68,28,54,62,68,73,CB,1
Cristian Săpunaru,43,66,65,63,67,77,CB,1
Isaac Sackey,49,58,57,58,69,82,CB,1
Stefan Gartenmann,60,33,56,57,68,77,CB,1
Gastón Sirino,80,63,64,72,30,62,RW,5
Filippo Romagna,52,32,51,57,72,59,CB,1
Juan Miguel Latasa Fernández,66,69,49,62,21,66,ST,6
Fejsal Mulić,76,69,42,59,29,77,ST,6
Ertuğrul Taşkıran,70,66,65,71,54,68,GK,3
Santiago Colombatto,64,59,69,68,61,71,CM,2
Junior Adamu,81,69,52,67,22,68,ST,6
Ricardo Pepi,71,67,54,67,37,63,ST,6
Jhonatan Candia,73,70,63,69,36,64,ST,6
Bashkim Kadrii,80,67,62,72,48,73,LW,4
Lucas Galvão,70,49,61,66,69,71,CB,1
Víctor Vázquez Solsona,38,68,76,67,45,55,CAM,0
Mads Juel Andersen,47,34,45,50,69,77,CB,1
Kwang Suk Kim,49,42,52,54,69,69,CB,1
Marco Hiller,69,69,60,72,32,70,GK,3
Jeppe Tverskov,46,43,55,60,69,75,CB,1
Benik Afobe,73,69,59,66,29,75,ST,6
José Moya,43,33,44,46,71,68,CB,1
Bogdan Mitrea,54,55,56,49,68,74,CB,1
Björn Bergmann Sigurðarson,72,68,61,70,38,69,ST,6
Cristi Bărbuț,93,62,59,67,30,57,RW,5
Chris Bedia,76,67,54,65,33,74,ST,6
Oh Gyu Kim,69,41,57,48,67,82,CB,1
Dominik Kotarski,67,65,62,69,32,69,GK,3
Folarin Balogun,77,68,51,67,21,62,ST,6
Odei Onaindia Zabala,58,34,47,48,70,76,CB,1
Alexander Merkel,65,61,72,70,61,65,CM,2
Salomón Rodríguez,61,69,52,62,30,68,ST,6
David Ball,73,66,64,68,52,77,ST,6
José Manuel Fontán Mondragón,61,45,60,62,71,56,CB,1
Linus Wahlqvist,76,51,63,64,67,76,CB,1
Lucas Acevedo,42,38,41,38,66,82,CB,1
Rafael Schuler Crivellaro,50,67,69,67,45,69,CAM,0
Sean Maguire,87,63,56,72,36,65,RW,5
Federico Melchiorri,74,69,49,65,34,62,ST,6
Dominik Reimann,68,66,73,68,45,70,GK,3
Kastriot Dermaku,42,38,47,45,70,72,CB,1
Mohamed Diaby,32,45,52,52,69,78,CB,1
Andrés Chicaiza,70,67,68,70,41,60,CAM,0
Charlie Cresswell,52,27,49,51,66,74,CB,1
Rasmus Alm,83,62,63,70,38,63,RW,5
Guillaume Gigliotti,74,44,58,58,68,72,CB,1
Chris Martin,34,71,59,63,43,73,ST,6
Samba Camara,59,39,51,52,66,78,CB,1
Sebastián Lomónaco,79,67,59,72,27,59,ST,6
Aliou Badji,86,68,42,66,26,83,ST,6
Rodrigo Guth,63,38,51,52,70,68,CB,1
Tai Baribo,71,69,45,66,19,67,ST,6
Tomás Martínez,70,63,68,71,51,52,CAM,0
Tim Knipping,51,33,48,50,68,76,CB,1
Radu Drăgușin,71,33,45,54,69,70,CB,1
Martín Chiatti,62,31,58,53,66,71,CB,1
Abdelkahar Kadri,74,64,67,73,58,56,CAM,0
James Lawrence,56,29,61,56,68,71,CB,1
Marko Lešković,63,25,36,43,69,71,CB,1
Daniel Granli,67,50,60,61,67,75,CB,1
David Otto,73,68,55,66,27,62,ST,6
Harry Darling,69,45,55,60,67,75,CB,1
Héber Araújo dos Santos,65,67,55,65,32,69,ST,6
Esteban Burgos,43,47,47,53,67,84,CB,1
Tim Melia,70,68,65,65,38,74,GK,3
Xavier Mous,65,68,67,69,39,65,GK,3
Serge-Junior M. Ngouali,67,60,65,70,65,74,CM,2
Jorge Filipe Avelino Teixeira,33,44,60,46,70,73,CB,1
Dejan Petrovič,69,55,69,68,60,68,CM,2
Fabian Schnellhardt,66,63,66,72,57,70,CAM,0
Brian Farioli,70,58,67,72,38,49,CAM,0
Yeong Jae Lee,75,60,66,72,55,61,CAM,0
Niklas Schmidt,58,67,71,70,44,62,CAM,0
Saman Ghoddos,61,71,68,68,52,66,CAM,0
Gastón Campi,39,45,60,60,69,77,CB,1
Maurits Kjaergaard,74,66,67,68,58,71,CAM,0
Fatih Aksoy,37,42,55,60,70,70,CB,1
Jay O'Shea,65,63,69,71,43,72,CAM,0
Dickson Abiama,82,67,43,67,23,63,ST,6
Per Frick,74,65,58,61,36,83,ST,6
Adam Idah,77,68,44,63,23,72,ST,6
Ali McCann,70,59,63,68,65,70,CM,2
Nathan Ferguson,62,36,55,64,68,67,CB,1
Cory Burke,73,67,41,61,25,72,ST,6
Steffen Tigges,57,67,56,56,43,80,ST,6
Ellis Simms,74,68,52,65,25,73,ST,6
Elvir Koljić,57,69,52,61,33,74,ST,6
Shinji Okazaki,56,67,66,69,50,65,ST,6
Raphael Wolf,70,66,65,67,34,68,GK,3
Rayan Raveloson,74,61,63,71,65,72,CM,2
Jan Mlakar,71,69,52,64,25,63,ST,6
Nikola Soldo,60,31,54,54,70,68,CB,1
Stefan Knežević,53,37,49,63,67,75,CB,1
Marko Milovanović,60,69,47,66,21,63,ST,6
Filip Dagerstål,63,43,59,59,68,76,CB,1
Sven Mijnans,76,61,65,68,56,61,CAM,0
Samuel Obeng,82,69,47,60,24,78,ST,6
Saad Al Sheeb,71,65,68,65,48,66,GK,3
Melvin Luan Regalo Sousa,63,60,66,69,30,66,CAM,0
Miguel Ángel Atienza Villa,56,61,60,66,62,68,CM,2
José Florentín,73,67,60,71,57,70,CAM,0
Vito Hammershøy-Mistrati,64,67,67,71,62,70,CM,2
Alex Dobre,78,69,63,70,44,68,CAM,0
Kjetil Haug,69,67,68,69,45,68,GK,3
Leonardo Campana,67,69,48,65,29,64,ST,6
Michael Sollbauer,50,28,45,51,68,78,CB,1
Timothy Derijck,33,46,50,52,72,68,CB,1
Gabriel Torres,83,67,60,66,32,73,ST,6
Ismaila Coulibaly,78,64,63,71,63,67,CAM,0
Dario Tadić,65,70,62,67,29,72,ST,6
Roland Niczuly,68,66,70,69,32,67,GK,3
Delano Burgzorg,79,63,56,74,36,68,ST,6
Tristan Blackmon,88,42,59,67,65,75,CB,1
Alberto Noguera Ripoll,73,62,66,69,57,58,CAM,0
Mender García,86,68,45,66,25,68,ST,6
Alan Forrest,83,64,62,69,46,55,LW,4
Pontus Almqvist,87,64,64,71,38,53,ST,6
Boris Radunović,69,68,64,71,42,69,GK,3
Carlos Ruiz Aránega,63,53,56,57,66,79,CB,1
Alexander Prass,71,61,67,68,63,74,CM,2
Nicolás Oroz,73,58,66,72,52,57,CAM,0
Wes Harding,75,40,54,60,66,78,CB,1
Antonaldo V. Laforte Beretta,63,65,68,61,26,72,CAM,0
Kasey Palmer,71,63,67,71,46,61,CAM,0
Carlton Morris,75,66,50,65,32,73,ST,6
Luka Lochoshvili,53,28,39,44,67,79,CB,1
Borja López Menéndez,59,47,51,49,68,78,CB,1
Perry Ng,75,45,61,65,67,72,CB,1
Khalid Boutaïb,50,68,60,67,36,75,ST,6
Alejandro Duarte,68,70,62,67,25,64,GK,3
Bruno Amione,64,36,51,45,66,78,CB,1
Ke Shi,68,27,44,47,67,75,CB,1
Moisés Corozo,67,57,67,62,66,74,CB,1
Ban Suk Oh,34,24,39,50,70,73,CB,1
Curtis Nelson,68,36,50,58,67,80,CB,1
Rhys Williams,55,50,58,61,66,77,CB,1
Gonzalo Paz,70,48,60,62,68,71,CB,1
Hugo Dorrego,70,68,70,69,61,64,CM,2
Derrick Williams,66,46,58,63,65,78,CB,1
Paulo Bernard Daineiro Cruz,87,56,63,74,33,42,RW,5
Jackson Porozo,62,31,36,40,69,74,CB,1
Pablo Míguez,61,55,61,62,68,74,CB,1
Facundo Martínez,52,64,70,62,58,63,CM,2
Martin Bjørnbak,40,47,57,51,66,80,CB,1
Linus Gechter,66,32,49,48,69,70,CB,1
Nicolás Castro,63,68,70,68,47,59,CAM,0
Josef Bursik,67,66,66,69,40,65,GK,3
Stefan Marinović,71,59,58,74,47,64,GK,3
Moustafa Zeidan,69,65,69,74,55,64,CAM,0
Kastriot Imeri,75,69,68,74,57,67,CAM,0
Mohamed Fouzair,69,61,66,74,28,59,RW,5
Moussa Sylla,82,65,58,71,24,62,ST,6
Mallik Wilks,83,67,58,71,23,72,ST,6
Andreas Geipl,62,52,59,63,70,72,CB,1
Moïse Sahi,70,70,58,69,28,58,ST,6
Simon Olsson,62,50,67,70,55,70,CM,2
Mikkel Duelund,72,65,66,71,43,67,CAM,0
Michael Folorunsho,71,66,64,67,47,78,CAM,0
Yohan Tavares,56,39,52,53,69,72,CB,1
Írven Ávila,66,70,59,71,33,58,ST,6
Patrick Greil,68,61,68,68,51,65,CAM,0
Sylla Morlaye,70,62,67,69,60,62,CM,2
Guillermo Fratta,66,40,45,52,70,63,CB,1
Dave Romney,53,32,59,60,67,73,CB,1
Ahmed Touba,80,53,63,65,66,78,CB,1
Mikkel Rygaard,70,63,69,70,51,68,CAM,0
Leonel Galeano,52,35,58,57,69,70,CB,1
Goodman Mosele,75,59,69,64,64,66,CM,2
Fanos Katelaris,66,38,48,52,67,79,CB,1
Walter González,59,68,51,66,30,67,ST,6
Joaquín Torres,80,61,62,76,34,48,CAM,0
Jasper van der Werff,66,29,49,56,70,67,CB,1
Mads Bidstrup,65,54,67,70,65,68,CM,2
Salvatore Esposito,64,60,70,65,59,58,CM,2
Even Hovland,59,28,47,44,67,75,CB,1
Jorge Félix Muñoz García,72,66,66,70,29,56,RW,5
Michael Verrips,69,67,70,70,17,64,GK,3
Rodrigo Moura Nascimento,68,69,68,67,20,68,GK,3
Filip Jagiełło,70,70,68,71,53,59,CAM,0
Kenneth Zohore,62,68,48,64,26,68,ST,6
Nick Olij,68,67,62,70,45,64,GK,3
Iker Undabarrena,52,54,69,69,65,70,CM,2
Charlie Mulgrew,41,62,68,63,69,70,CB,1
Nicolás Campisi,67,68,68,69,35,68,GK,3
Zeki Amdouni,71,71,61,70,46,68,ST,6
Lukas Grgic,69,44,60,62,66,83,CB,1
Adam Jakubech,71,63,64,69,39,67,GK,3
Aurélien Scheidler,51,69,51,62,31,76,ST,6
Luka Krajnc,62,32,53,60,67,77,CB,1
Adam Le Fondre,63,70,61,68,30,70,ST,6
Alessandro Tuia,56,34,46,43,68,74,CB,1
Elías Rafn Ólafsson,71,67,57,67,33,69,GK,3
Julien Ngoy,83,65,58,71,25,69,ST,6
Javier Mier Martínez,71,64,68,69,66,68,CAM,0
Johannes Brinkies,67,64,66,76,52,67,GK,3
Gabriel Debeljuh,64,65,46,62,26,82,ST,6
Michael Cooper,66,67,65,69,30,66,GK,3
Luca Strizzolo,69,66,51,65,32,72,ST,6
Deroy Duarte,77,64,65,69,61,75,CAM,0
Mimoun Mahi,72,69,65,73,35,63,ST,6
Isak Hien,81,33,42,55,67,74,CB,1
Lorenzo Pirola,62,42,50,56,69,67,CB,1
Salvador Ichazo,68,59,62,74,45,71,GK,3
Michael Carcelén,68,58,63,66,64,73,CM,2
Marco Varnier,65,38,52,57,67,71,CB,1
Théo Pellenard,56,37,62,64,68,70,CB,1
Nino Galović,65,46,59,58,66,74,CB,1
Moritz Jenz,61,29,48,50,68,76,CB,1
Mirko Carretta,83,58,61,70,35,61,RW,5
Guillermo De Amores,66,65,70,73,24,66,GK,3
Zheng Zheng,73,57,67,65,68,72,CB,1
Haibrany Ruíz Díaz,64,36,59,60,68,72,CB,1
Jack Marriott,81,68,52,68,26,64,ST,6
Clemens Fandrich,72,56,67,71,53,57,CM,2
Domenico Frare,56,44,47,51,68,77,CB,1
Malik Tchokounté,40,70,54,64,24,79,ST,6
Martín Prost,67,70,57,64,31,66,ST,6
Frédéric Veseli,67,41,56,64,69,66,CB,1
Manolo Portanova,74,61,69,68,53,61,CAM,0
Andreas Müller,61,59,68,69,64,60,CM,2
Kouadio-Yves Dabila,53,31,47,54,70,67,CB,1
Konstantinos Triantafyllopoulos,62,29,49,49,65,81,CB,1
Ahmed Kutucu,72,68,58,69,41,69,ST,6
Dan Nistor,64,66,69,68,59,70,CM,2
Álex Domínguez Romero,67,66,67,68,42,66,GK,3
Mattias Käit,72,63,64,66,63,72,CM,2
Manuel Marras,78,59,64,72,21,46,RW,5
Brian White,75,65,51,67,41,71,ST,6
Iván Angulo,86,59,61,71,40,54,CAM,0
Kristoffer Askildsen,58,55,67,68,64,62,CM,2
Ranko Veselinović,62,26,43,49,67,76,CB,1
Didier Pino,61,59,59,61,72,67,CB,1
Kauã Ricardo Zanon Bardini,65,45,49,62,70,60,CB,1
Santiago Naveda,70,58,64,70,66,68,CM,2
Adrián Jusino,44,44,49,53,69,79,CB,1
Tomás Pozzo,76,61,66,73,45,51,CAM,0
Robert Garcés,64,62,64,64,62,56,CM,2
Raphael Gregório Guzzo,64,64,69,72,58,63,CAM,0
Kai Klefisch,68,52,57,64,66,78,CB,1
Justin Lonwijk,70,62,65,67,60,74,CM,2
Bassam Al Rawi,72,47,60,64,66,73,CB,1
Nicolás Rinaldi,74,65,65,69,58,59,CAM,0
Mateusz Praszelik,69,64,70,72,39,63,CAM,0
Young Wook Cho,85,68,57,71,29,67,ST,6
Jacob Widell Zetterström,74,67,70,69,20,64,GK,3
Humberto Osorio,56,70,59,65,36,59,ST,6
Kaiky Fernandes Melo,72,31,48,66,71,60,CB,1
Alejandro Quintana,54,71,55,60,29,70,ST,6
Vincent Koziello,71,61,69,72,59,49,CAM,0
Pierre-Yves Hamel,50,69,57,64,28,62,ST,6
Gautier Lloris,42,36,49,54,69,72,CB,1
Mikael Anderson,79,63,65,71,62,72,CAM,0
Denis Alibec,70,71,64,69,31,78,ST,6
Wouter Burger,76,55,63,67,62,76,CM,2
Youssef Maziz,64,66,69,71,34,60,CAM,0
Johan Hove,72,65,65,69,59,69,CAM,0
Jorge Sáenz de Miera,62,41,54,60,68,74,CB,1
Brian Behrendt,64,53,56,45,67,73,CB,1
Peru Nolaskoain Esnal,50,59,63,66,69,68,CB,1
Josh Windass,87,67,65,71,35,60,RW,5
Boy Waterman,65,69,68,66,47,70,GK,3
Rafael Romo,68,61,67,70,36,66,GK,3
Felix Nmecha,67,54,64,72,45,64,CAM,0
Vladimir Screciu,76,38,56,56,67,72,CB,1
Baptiste Guillaume,50,67,57,69,31,71,ST,6
Teenage Hadebe,81,32,44,48,67,74,CB,1
Visar Musliu,65,34,47,62,70,70,CB,1
Jin Hyuk Kim,62,60,54,62,66,76,CB,1
Marián Tvrdoň,69,67,68,71,30,70,GK,3
Mauro Formica,70,68,66,72,48,53,CAM,0
Willem Geubbels,84,67,57,69,26,49,ST,6
Kosuke Nakamura,71,62,69,71,40,64,GK,3
Bastien Toma,67,63,66,72,63,68,CAM,0
Yehvann Diouf,69,68,67,70,45,69,GK,3
Hugo José Rama Calviño,58,66,69,71,49,53,CAM,0
Gabriel Tamaș,40,60,64,54,67,74,CB,1
Fabian Bredlow,70,66,62,71,39,63,GK,3
Julio José Pleguezuelo Selva,66,35,56,69,68,67,CB,1
Ryan Edwards,51,37,46,45,67,78,CB,1
Aldair Quintana,70,63,63,70,22,65,GK,3
Samuel Gustafson,56,59,67,71,59,66,CM,2
Alhaji Kamara,79,64,52,67,32,78,ST,6
Beñat Turrientes Imaz,67,51,69,68,60,54,CM,2
Eric Ramírez,79,69,61,69,27,56,ST,6
Anderson Oliveira da Silva,76,60,60,73,29,44,CAM,0
Juan Antonio Ros Martínez,67,47,59,59,68,70,CB,1
José Manuel Velázquez,59,30,54,59,68,68,CB,1
Maurice Cova,69,64,72,67,33,66,CAM,0
Jon Bautista Orgilles,70,71,56,68,25,62,ST,6
José Gragera Amado,59,50,64,65,68,74,CB,1
Vágner Nilson Rosa Cadete,76,68,62,75,31,41,LW,4
Luke Woolfenden,67,34,56,58,66,78,CB,1
Matija Šarkić,68,66,67,68,37,68,GK,3
George Pușcaș,66,68,53,64,36,70,ST,6
Branco Ampuero,49,30,53,45,69,72,CB,1
Omenuke Mfulu,69,54,60,65,66,76,CB,1
Lazar Samardžić,61,63,63,74,30,54,CAM,0
Nikola Šipčić,67,36,50,60,66,77,CB,1
Marcus Forss,74,69,45,64,39,68,ST,6
Soufiane Bidaoui,79,64,61,75,30,49,LW,4
Ortwin De Wolf,69,66,72,70,35,67,GK,3
Sondre Fet,70,55,63,68,64,75,CM,2
Rarmani Edmonds-Green,72,31,56,61,68,69,CB,1
Nordin Jackers,68,67,59,70,43,66,GK,3
José Canale,66,31,48,48,68,71,CB,1
Luke Daniels,69,64,67,75,49,64,GK,3
Jamal Thiaré,86,67,56,70,22,70,ST,6
Liam Moore,66,33,57,60,66,75,CB,1
Christopher Ramos de la Flor,84,67,57,70,35,68,ST,6
Steve Rouiller,52,27,47,52,68,78,CB,1
Luke Berry,68,64,66,70,61,68,CAM,0
